"Y","E1","E2","E3","E4","G1","G2","G3","G4","G5","G6","G7","G8","G9","G10","G11","G12","G13","G14","G15","G16","G17","G18","G19","G20"
103557.585936156,12.6040812279098,13.9305320824496,14.861925393343,14.9082601466216,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0
19173.9926677532,8.79031406249851,10.7055152999237,6.09051013132557,7.33748472994193,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1
29688.2728417181,10.496859238483,11.1975252791308,11.9518446922302,5.40538244182244,1,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1
53931.4773562502,7.05422098515555,7.75569174205884,7.88762375945225,13.1480646436103,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
37843.0753245423,11.914301419165,10.4339601076208,14.4761713035405,9.62899059290066,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0
63467.4372411148,5.67053305217996,7.57658650632948,14.7375238523819,10.7151689240709,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1
83678.0923909897,7.53909486811608,13.8864000304602,12.877685315907,9.20171634992585,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0
57095.612916165,10.3883003233932,5.21564667345956,14.5702039753087,10.8158856839873,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0
56456.2788853456,7.43896944681183,6.21595233911648,5.1967460452579,11.5471949405037,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,1,1,0,1
72405.0065384033,11.6487401910126,13.2887490582652,7.40164944436401,11.5771354199387,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,1,1,0
26041.6226167918,12.5480482145213,12.2401559981517,13.4320970554836,6.84797168476507,1,0,1,0,1,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1
55897.9599489809,13.0437786644325,8.09426579624414,12.8534188843332,10.3907594410703,1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
50573.6368228373,12.3014822020195,5.51375852664933,10.2325000450946,11.1495472770184,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,0,1,1,1
35045.5039219371,12.9439282487147,9.89876860519871,11.8844823981635,10.524587337859,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0
61354.7441378364,14.1139105753973,12.8322149068117,10.0303709250875,12.9003992537037,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0
59165.6275128141,13.8136158837005,12.3771636467427,10.0336850923486,11.7842762148939,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1
57780.3994736756,5.77388568781316,14.6988889481872,14.6391171426512,13.4716900647618,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,0
11617.4408276371,5.56748586706817,10.6878656893969,9.00045576738194,10.5537336855195,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1
19118.7997428174,6.10858482075855,5.91699848650023,10.4201697837561,14.4728843285702,1,0,1,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,0
28339.3080081589,11.7193330731243,12.0250941487029,9.13593313889578,6.7777858581394,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
25544.2814205869,6.98093267157674,10.9510052134283,7.12769182864577,8.20775432744995,0,0,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0
88355.1006480244,13.3258521487005,8.9933348284103,12.4629663093947,13.8054178794846,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0
92076.4001888823,12.4852236686274,9.52273896662518,6.49833544157445,9.22985177021474,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0
16635.4489163245,10.2123459544964,14.5432041119784,11.7800588789396,8.35786018520594,1,1,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0
7738.89480356041,6.73170003574342,11.6203044471331,8.46201355336234,6.56182063976303,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1
39464.6485199314,12.6660515367985,5.1454156357795,5.78516678186134,5.05179235246032,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1
72982.2708683943,14.2586927930824,13.5614062659442,13.5760906361975,11.4453749824315,1,1,0,0,0,1,1,1,1,0,1,0,1,1,0,0,0,0,1,1
30628.1896761644,8.34823435870931,11.2619228893891,11.2921050330624,5.2960071945563,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0
44632.9652300572,8.16448337165639,13.1476404005662,14.3813432473689,10.82390117459,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1
36583.3446736084,12.8752123983577,13.4508344251662,8.19875364657491,9.3992949067615,0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0
36072.2446728657,11.4337698044255,12.0088253542781,13.2025596895255,6.16156414616853,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0
51435.1062379075,8.87097362196073,7.15732302749529,9.01103910291567,8.22241669986397,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
99834.0287435412,13.5725774499588,9.18926441343501,5.71918303146958,14.8268313636072,0,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,0
30858.7704832151,13.6152314767241,13.6754621961154,11.9577216752805,9.63988902978599,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,1,1,1,1,1
43355.4339147635,6.87659751158208,13.5554738040082,14.9121609260328,7.58267730940133,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,1,1,1
50085.2945888183,6.81464928667992,14.8706279625185,13.6084735719487,11.2544642970897,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1
44766.6779793569,11.372235910967,6.10266549279913,10.8167219301686,13.680144418031,0,1,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0
83845.1279103954,6.81457990547642,11.4383531920612,7.5064147869125,14.4689844246022,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0
53374.0699004716,11.1308974935673,5.09433834347874,10.5005066865124,9.56179545726627,1,0,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
36761.0334822096,10.2928652893752,14.5993238617666,10.3560723317787,13.0492550041527,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1
78815.4512029876,8.66623365320265,5.79851592192426,12.7429487509653,13.4939452912658,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,0
58508.9801860659,8.745070269797,8.70573322987184,10.2943727630191,7.42167502874509,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1,1
126969.62551396,9.39867465989664,13.7653135042638,9.8554932908155,11.3557171449065,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1
50720.9918238071,6.57718087313697,9.43040758604184,5.77640902483836,14.3398267356679,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0
48401.4529873415,12.8279963578098,10.3947756648995,11.3416115753353,14.1609344561584,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,1,0,1,1
61122.6285868146,9.59502150537446,10.7775273942389,13.6123197176494,9.91613524034619,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
40651.327067296,11.5271553536877,5.22024720208719,12.4552067811601,8.03808405995369,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1
14950.9110686854,7.78961857780814,7.36566426465288,5.06960757309571,5.80497255548835,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0
59924.0497146955,9.85514008672908,9.66239316388965,9.50110536534339,12.0409739599563,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,1,0,1,1
26848.8190049873,7.0046850037761,5.6222064094618,9.56359058385715,10.61364563182,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,1,0,0,1,1
49512.2341481207,11.0397679242305,11.8483852618374,14.3414356699213,7.48738795751706,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1
81822.5584729951,11.3605073397048,7.97687373356894,11.3834336283617,5.50969589035958,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0
35440.6516644347,6.82821231894195,8.16569038201123,8.40904313605279,6.9129009405151,0,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,1,1
107043.316746692,12.9091131710447,11.8744681309909,12.5357047910802,6.12812088569626,1,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,1
4160.35290854979,6.33002307498828,7.68850591732189,5.86256379727274,8.98502723313868,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
82361.6842689528,12.5786593463272,13.3687104703858,13.4603498829529,8.24742557248101,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,1
55742.0516802962,6.63606553804129,8.83084931410849,12.7261730050668,6.80055434815586,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0
37565.5652915975,12.8524812334217,7.79027835233137,11.8103009136394,9.76831817533821,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,1,0
41539.3427069846,13.2398306811228,10.0437453994527,14.0721566858701,5.72714039357379,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1,1
42057.47857205,14.2936124606058,8.44190502772108,10.3078291960992,6.90284807235003,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0
32955.412667,7.38521846011281,14.894921767991,8.93132953438908,7.93294763425365,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,0,1
91505.7476720858,14.9001415725797,9.51306537026539,9.85397612908855,5.47505999682471,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0
33755.5580469075,7.2807973716408,11.12186657032,10.1147580915131,14.7388303093612,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
19954.9133222872,11.2512004515156,7.54686904605478,14.1769622103311,6.03958141058683,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1
15160.1671172932,8.60272164689377,10.471588941291,11.9661647011526,7.03426810447127,0,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,0,0,1,1
30548.1367439269,5.28278038837016,14.8437182954513,8.87499898904935,12.5131670990959,1,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1
49156.9181428422,8.06083379779011,5.83914525806904,14.0081141283736,13.1893516052514,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,1
74274.3342472794,11.1753148538992,8.24751246022061,5.87964283535257,6.7107570823282,0,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0
60033.9762191032,11.5995067520998,9.96871953364462,6.12367767840624,8.95467905793339,1,1,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0
55118.3040476983,5.56442159460858,6.52079888386652,6.78946398431435,14.6065029758029,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0
32601.0365900645,7.33742584474385,6.72609043307602,6.995985948015,10.5220083030872,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,0
101520.643090947,12.380647927057,12.4904177826829,8.54485949501395,14.0108052012511,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0
43115.829725895,11.6417777794413,10.7998513570055,10.1361293671653,11.7442456725985,0,0,0,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1,0,0
49190.2149743145,12.8837050520815,8.55425717076287,13.3718288643286,9.79068100685254,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0
60414.9416004788,14.508274467662,11.2299947347492,9.37128815567121,12.8765508462675,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,0,0
13274.2348609688,6.32960867602378,12.7264269511215,5.23992519127205,12.7333554602228,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1
32086.1543785744,6.47389148827642,8.98416223935783,13.554784108419,8.42813729774207,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,1,0
66394.6187337368,6.11204184824601,12.1879178588279,10.7198449457064,14.6544557646848,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
67585.0620240181,9.13357987068594,5.10374682256952,8.67318651173264,6.7602162854746,0,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,0,1,0
7497.07686181707,5.53982157725841,10.2455754741095,7.55217100959271,14.9382526869886,1,1,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1
3920.86473348547,9.82731008436531,6.64257968775928,8.8996916776523,6.23154750559479,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1
62395.566809927,8.19757195888087,11.1216947250068,10.4900957248174,9.7691805800423,0,1,1,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,0
48788.1190877283,13.8667279295623,6.37512516928837,7.09199751028791,6.08113670023158,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1
32856.7942730581,9.80933944229037,10.1610985421576,6.05803978163749,5.10105937253684,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1
88131.0148055834,10.1152884610929,13.0597751564346,6.19211960816756,13.1352965952829,1,0,1,0,0,0,0,1,1,1,1,0,1,0,1,1,1,1,1,0
30828.9064267097,9.80166203575209,5.67977996077389,6.8337930762209,8.33512552315369,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,1
21991.5111115978,5.4088323097676,10.5217410996556,13.7501297844574,5.59187839040533,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0
34104.4887583978,6.57808164600283,9.67539191478863,8.9914754871279,8.75663547543809,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1
128035.716757184,13.6705544800498,13.4231476951391,5.11906608007848,9.95231588836759,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,0,0
14377.3677295649,7.24162422120571,5.44007448013872,7.29896335862577,8.53264140896499,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,0
43806.5570499338,9.26476169843227,14.6027479087934,11.5650681592524,10.3216863656417,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1
39360.816297346,13.8693494279869,13.2887578173541,13.7991270143539,12.885826388374,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,1,0,1
94150.5991996439,11.306658978574,12.4964022519998,14.2889005877078,12.9574520466849,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,1
170427.577363935,13.836178900674,6.34509662399068,12.8078222298063,13.279621754773,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1
23900.5944250218,14.0566766122356,13.9868422294967,5.84695607423782,8.89725977787748,0,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,1
130861.918913793,12.9364694585092,7.24378558108583,9.51299186097458,11.5479483432136,1,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0
58327.6736015168,10.4040112090297,5.05699805915356,14.439120113384,5.75588473584503,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
87767.0399806558,9.5264507131651,10.6989688496105,10.4807954165153,11.2950102449395,0,0,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1
16663.0951086608,7.56575327599421,8.28371105948463,13.5132769634947,7.91323829442263,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1
87333.1801275601,10.834684856236,7.92539278743789,9.74253443768248,14.6105923457071,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1
67305.809328659,7.20119645353407,11.2747432524338,10.250534156803,11.3195092789829,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0
34129.163902866,10.7807971164584,12.5696514570154,14.9681556294672,7.69067231565714,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
3119.89687514364,9.15583878057078,7.65100725693628,9.57195872673765,5.74963355902582,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0
19509.8876571469,5.61276391614228,9.57848083693534,14.1087002540007,9.46929821977392,1,1,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,0,1
48528.0520625299,12.2210605652072,8.15878968918696,10.838505954016,6.33810521336272,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,1,0
67687.2018456207,11.9945129333064,11.0965802753344,6.06088685104623,6.19814542355016,1,1,1,0,1,1,0,1,0,1,1,0,1,1,1,0,0,1,0,0
70431.0709142033,8.2294806628488,11.6230330080725,9.05843917978927,12.6876781252213,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1
33810.6414697789,14.6177254337817,14.894141596742,12.4974844139069,6.80055285105482,0,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,0,0
59399.9357737673,5.07891504094005,7.16190925100818,12.5457766838372,12.5249719526619,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1
74694.6735458757,13.9678418752737,14.1913425829262,10.2164337574504,9.87992092268541,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1
49068.8824155639,10.839160925243,8.72055844636634,8.16383054014295,10.6391848786734,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,1
72243.6526724688,12.1215122635476,8.49003601120785,7.52016514074057,10.1307670050301,1,1,0,1,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0
22951.2984738842,9.34348700800911,10.4272400029004,7.59465036448091,8.37738058296964,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1
69430.3803229795,12.2225931240246,8.02520137047395,14.627181077376,14.3312596529722,1,1,0,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1
27811.9440731988,10.3011829406023,11.4501791261137,9.19584404444322,14.103341139853,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
16069.7348369823,5.179065130651,8.6508697248064,11.9196482794359,13.578531856183,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,1,1
43389.3037917985,5.84906363626942,14.8343946342357,11.6737306490541,14.3910816824064,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1
48484.1225092251,11.4747493015602,7.16977827949449,9.9005677876994,8.5676911403425,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,0,1,0,1,0
14563.4908611037,7.55129515891895,14.9027077830397,8.71098826173693,7.06916908733547,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0
81672.7514090764,11.1628659931011,11.775948216673,11.4753383444622,10.0031272764318,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0
53027.8828258035,6.64198403246701,7.26952490862459,8.10938058421016,13.2020441466011,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,1,0
43672.6717962329,12.79427068308,12.6395952817984,10.1305737905204,9.1759606054984,0,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,1,0
82101.8569028671,10.6037266901694,13.1580798886716,9.06178958248347,14.1712080710568,1,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1
66241.9387631005,12.0795758930035,11.1814994644374,11.3312408817001,5.23803241550922,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1
86314.6004617732,13.4408498276025,5.07608273765072,11.8841756065376,9.86703313188627,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1
15124.7685131724,11.8784129689448,5.2772004972212,8.96848106756806,6.29972977563739,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
62033.142176113,8.36767142405733,10.398926762864,7.59348562452942,14.0882812719792,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0
32187.0066265709,10.8305537328124,13.4195413812995,12.6333472854458,7.35137680545449,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,1,1,0
23777.1711939277,13.3183576632291,11.0688106319867,11.7563126073219,13.1805481156334,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0
20382.1119693177,5.61425876803696,7.07703389925882,11.5126469591632,6.85609292704612,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,1,0,0,1
37788.9131755922,14.1212149430066,10.3143687802367,11.0049252677709,11.6548064537346,0,1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0
58672.2625920079,7.24957925267518,5.01888502854854,8.65182192064822,14.0490720514208,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,0,1,1
24088.4004353742,5.22486933041364,11.4062556391582,14.5838565053418,7.27282363688573,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1
19956.587624502,13.3375443797559,11.2257758970372,6.76595485536382,6.19159469148144,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,0,1,0,1
71273.8315291192,9.39664911013097,8.05355011019856,9.8062988743186,13.5474658757448,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1
58784.8572562349,14.4296577339992,13.5272216470912,14.7071681241505,9.96431116946042,0,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0
90484.0537009894,14.5900595537387,6.39104904374108,5.60613645473495,13.6724826856516,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,0,0
4432.83429780929,9.69007488107309,5.16648495569825,12.9948879918084,6.3405512785539,1,1,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1
26372.754129228,6.06514342827722,11.9324884796515,10.6400767969899,10.5137555440888,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1
92523.5981830053,14.8919755010866,5.11959620052949,11.7143014119938,6.66147874202579,1,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1
34023.5895693252,5.80705646658316,9.08677170518786,11.2077175732702,9.18407742632553,0,1,1,0,1,1,0,1,1,1,0,1,1,0,1,0,1,1,0,1
96357.5510952901,11.6303915460594,6.0401958366856,12.6299624098465,12.0635745441541,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0
99861.5928360528,12.4579766369425,8.3010331960395,9.08239198848605,11.6723488480784,0,1,1,0,0,1,1,0,1,1,1,0,1,1,0,1,0,0,1,1
91609.8991780273,8.61041024327278,9.42448610207066,7.68123308895156,6.17267305962741,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1
24852.7343255784,6.0080060060136,6.25170584069565,6.70920097269118,7.65970258507878,0,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1,0,1,0,0
10311.5138744522,6.65681765181944,7.17260258970782,5.94752591103315,6.88060347456485,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0
65470.0618564641,14.1870841709897,12.9376891441643,5.83826088346541,12.9304830613546,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,0
6256.02792284385,6.42681799829006,5.12238069670275,10.3217067359947,5.1335170888342,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0
71966.6034245722,12.8025934798643,11.2688696337864,7.38457130501047,12.7098441193812,0,0,1,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1,1,1
26766.9104644893,8.08906657854095,14.3571402435191,14.806643598713,7.58475400041789,0,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,1
82065.6814435887,11.1484713270329,10.2474533277564,12.2145891562104,14.7383181191981,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1
