"ID","IV"
507,4.97351721881086
22,4.56003017828385
340,7.67419083052882
386,7.44565730714698
312,5.11609843557835
132,5.21387942804076
528,NA
417,6.64414921633837
64,3.37304764445512
128,5.38465162439323
332,3.71297802458298
61,6.73485248755815
533,5.6557569583513
135,6.11085942581127
251,4.78287950836024
56,2.89298954578554
481,5.34486681115405
193,1.74449509190476
250,5.45181512879105
265,8.36064163896079
266,5.87190765973265
98,5.58550455003699
323,4.22128637573252
497,1.54708445403291
407,6.30302943900835
512,3.54097222440494
395,5.36956653689431
191,9.39746237577394
75,1.39044545914805
53,7.44234136054355
361,6.77395314003586
532,NA
112,4.54535988069851
366,2.17797679271307
70,2.9327551624785
464,5.36532439301354
42,NA
358,5.74264167105675
383,0.676332570625678
499,4.17648213588463
3,6.65093566528812
439,4.33198165232497
479,3.83435539726748
203,NA
461,NA
289,3.52078510466941
403,7.39870100513936
199,4.83573098197392
278,6.83248161411054
7,7.11908069011187
208,2.43383192180046
468,4.39040989646969
172,4.4286477341116
214,3.96395090967691
69,5.89597075965566
43,0.31054220228355
36,4.90066403614178
120,7.10972868166371
522,3.74794787870155
252,4.3580755882706
119,2.74428661564244
240,4.23537651041808
310,9.27968119571279
138,5.05554655805884
274,6.39354530502296
76,2.32698497215729
491,NA
217,5.52226013585434
104,2.04944361448863
110,NA
154,5.04829676611141
99,2.9807349533097
95,3.62291561708375
318,7.69089943573248
194,6.79504834550419
447,7.5177503649694
414,8.23076778142684
277,3.84040147405718
390,3.2813563017172
243,6.11357887303002
33,4.89214937825615
88,5.79622397625545
492,2.27400203195493
66,3.62698431414177
146,7.40696195092561
126,7.34849497947126
474,10.2951188089743
316,1.69238803591974
153,6.10214523838817
162,2.29574063663256
297,7.95148840947597
63,3.43338031378273
287,NA
392,3.16926572750463
89,5.7262548546515
158,2.8677976974042
302,5.59028110992661
501,5.20626646691276
175,6.26411094924797
187,6.65414272902301
111,6.56983281295142
231,6.15108572696729
496,5.46064273834724
330,6.67630866923242
488,3.51300007209031
185,8.26025764733794
124,6.3951688289071
319,7.83238641812815
506,4.49848354747852
178,6.13327381329508
117,4.29350670870811
246,NA
90,3.36236858642806
472,4.01385616241046
357,2.12005113048954
446,3.01478480310118
356,6.60585512949603
402,5.81119206417014
32,NA
29,5.36689914940596
536,6.98474553508542
58,3.96213584002173
74,7.82958272856936
256,5.05766661700041
260,4.98629463138016
442,NA
388,5.96817224349832
486,8.80188501775729
293,5.98176180290796
411,5.5759527813606
437,NA
247,NA
83,4.55000077123489
123,3.63639578375298
314,4.73620430751882
520,5.26122768082596
326,NA
495,5.95006431460636
484,5.76418923615041
127,3.12631403150457
445,5.20973134653144
213,NA
371,6.26024106583098
30,6.30863831661704
423,5.05632810666541
329,4.81352126082776
219,5.54149839059658
49,6.5404594010795
14,4.56699406258777
433,6.51025293801966
321,5.17967802733539
290,NA
218,NA
410,7.44152963927765
359,6.00777223535829
334,1.58253754209655
301,6.21539772405348
13,4.2290830808029
253,7.62130682944441
463,4.39137224782803
509,NA
337,3.22168488788236
473,9.38370573549327
20,4.3750783971444
457,4.84486339800393
376,6.93515654028606
325,4.05486473215344
477,6.31506204879542
450,3.95445154409367
525,NA
487,10.4861466983119
12,1.0479438471001
418,3.47944382043845
524,8.33718051431181
422,6.34616017905699
85,3.27395477002313
230,5.36291767402903
226,4.76745710115397
519,5.43825396606546
125,0.0328565122326205
505,6.90019885886955
152,NA
459,5.56999540169014
227,3.34284251540218
276,4.51875033341491
245,6.48887191322589
480,3.866006945751
236,7.32701577132272
59,6.25683428490461
270,4.87053148330286
54,3.60830860079212
201,4.26486407925543
163,5.1459194613022
11,6.41971949805522
514,7.90679902949829
462,8.151862583252
55,7.14701190966678
210,4.74289394404545
174,6.19876906415522
115,5.60400192177133
103,1.87363252686827
91,5.31782083962367
176,6.08841216184358
38,7.20907682867661
331,3.5549585208458
254,3.04314408338496
197,2.74728647077041
478,6.41175386708881
188,6.38970886659637
241,4.10477128923554
35,6.43580497015049
78,1.0377640126033
242,3.71994267642996
183,0.00661578842070476
271,5.73357752981018
179,1.45713725090487
539,4.78784581680104
374,3.93181639146282
466,6.32032018665224
372,NA
184,2.70951895998203
268,3.14132070426889
40,4.54549734384196
300,NA
